restaurant_id,address,city,country,state,area,latitude,longitude
0168c465-ce16-4416-9f3f-a6e1e105f254,228 N Lynnhaven Rd Ste 125 Virginia Beach VA 23452,Virginia Beach,United States,VA,2724 Virginia Beach Boulevard,36.84169,-76.0693
016d773a-f439-4634-b1d1-dc405379290b,20880 Pidgeon Hill Dr Sterling VA 20165,Sterling,United States,VA,7 Pidgeon Hill Drive,39.03808,-77.41404
017abc77-91ec-4ade-b8ea-40819139ee2d,46 King Street,Onancock,United States,VA,,37.71262,-75.7495
017ddfa4-0724-4182-8b1c-e00070230dc9,8104 Club Dr Williamsburg VA 23188,Williamsburg,United States,VA,,37.3879,-76.75365
0180b8b5-cfc8-47bb-a5dd-b8764bc9b7bd,12441 Redwater Creek Rd Chester VA 23831,Chester,United States,VA,12441 Redwater Creek Road,37.35534,-77.40777
018880fb-c800-45a3-9336-ffb8b509260c,817 Botetourt Ct Ste 105 Chesapeake VA 23320,Chesapeake,United States,VA,817 Botetourt Court,36.74948,-76.24427
018dc65a-4d16-4309-bab3-d57aa518a980,2496 Rivermont Ave VA Lynchburg 24503 1546 United States,Lynchburg,United States,VA,Lynchburg,37.4352,-79.17104
0198d15d-8b49-42d1-bcea-34705bec6742,5810 Wessex Hundred Williamsburg VA 23185,Williamsburg,United States,VA,,37.23245,-76.72064
01a4dca5-cf8f-412b-aed5-b0e257adb068,3820A Gaskins Rd Richmond VA 23233,Richmond,United States,VA,,37.64141,-77.57109
01a55d41-bdd9-4b08-8c55-fc0f16c864c6,510 N Main St Hillsville VA 24343,Hillsville,United States,VA,,36.76605,-80.73686
01a67c86-a901-4bfe-9ba1-b6c3dd122ce1,45020 Aviation Dr Dulles International Airport Sterling VA 20166,Sterling,United States,VA,,38.95806,-77.44637
01a7e8c6-cdc7-41ee-b07e-faa3e8ecc526,20357 Exchange St VA Ashburn 20147 United States,Ashburn,United States,VA,Ashburn,39.05292,-77.45435
01af0bfc-9535-4265-a5e7-52c81a4d62ce,9325 Chamberlayne Road,Mechanicsville,United States,VA,9325 Chamberlayne Road,37.65282,-77.39639
01b200c4-43ed-429a-a872-3b77e0e870d5,4813 Beauregard St Alexandria VA 22312,Alexandria,United States,VA,4817 Beauregard Street,38.81927,-77.14266
01b33fb4-4d56-4d4d-bd32-80cd5f30724c,14900 Potomac Town Pl Ste 115 Woodbridge VA 22191,Woodbridge,United States,VA,14900 Potomac Town Place,38.63015,-77.2887
01bb579d-9227-4d03-b81c-91baf270cd3d,12820 Jefferson Davis Hwy Chester VA 23831,Chester,United States,VA,12820 Jefferson Davis Highway,37.35047,-77.41156
01ca7d79-5ed5-4168-9313-48f31b6b524a,219 E Davis St Culpeper VA 22701,Culpeper,United States,VA,219 East Davis Street,38.47288,-77.99433
01cf436a-5d11-4661-a1b1-58ac63141981,301 N Robinson St VA Richmond 23220 4020 United States,Richmond,United States,VA,Richmond,37.55521,-77.47125
01d53cc3-e74a-4ee2-80a7-e86175474c60,15042 Carrollton Blvd Carrollton VA 23314,Carrollton,United States,VA,,36.93333,-76.53044
01d9d3da-6460-4191-aeff-9c339f0ffcff,23221 0000 Richmond VA 23221,Richmond,United States,VA,Downtown,37.54073,-77.43605
01da134d-3e1a-4119-8797-06fa8995dc3a,90 Oak Tree Blvd Christiansburg VA 24073,Christiansburg,United States,VA,,37.14854,-80.41541
01ddacf9-834b-4553-88e7-54c33ae117f6,3100 Clarendon Blvd,Arlington,United States,VA,Clarendon,38.88634,-77.09535
01ecee4b-6b57-44cd-90d2-d6f167aaf4b5,618 westover dr,Danville,United States,VA,,36.58644,-79.43578
0217b138-1227-43d5-9d3d-95dbb4374f67,51 Towne Centre Blvd VA Fredericksburg 22407 1111 United States,Fredericksburg,United States,VA,Fredericksburg,38.28921,-77.50894
021e86bd-0e2e-430a-93f2-d5ae266307a4,400 Emmet St N Charlottesville VA 22903,Charlottesville,United States,VA,,38.04378,-78.50501
02224d1b-f1fb-451e-a12c-403986538b14,1780 Bridgeport Way,Suffolk,United States,VA,Ste 110,36.86364,-76.45719
022bbdcd-9d0b-4b44-84dc-ec5338c94a9d,933 N Quincy St,Arlington,United States,VA,Virginia Square,38.88184,-77.1075
0230bb5a-6bfb-4f71-b119-d78c0516e6e8,507 N Main St Pearisburg VA 24134,Pearisburg,United States,VA,,37.33082,-80.73952
02342d45-e68f-42ea-9228-1605b1cf7be9,7622 Richmond Hwy Alexandria VA 22306,Alexandria,United States,VA,Alexandria,38.75046,-77.08354
0234ef49-d2b8-40e9-90c0-5e826e41ba9d,6961 Hechinger Dr Springfield VA 22151,Springfield,United States,VA,6981 Hechinger Drive,38.79535,-77.18457
02358243-3367-47e2-b2b1-adf6efe20a65,1170 Memorial Blvd N Martinsville VA 24112,Martinsville,United States,VA,,36.69589,-79.89738
0235abc9-ca0f-48cb-a583-b0d2265716fe,2501 Taylor Rd Chesapeake VA 23321,Chesapeake,United States,VA,2501 Taylor Road,36.82753,-76.4095
0235d80d-cebf-4b5f-8493-279c7ba0fbe4,43800 Central Station Dr Ashburn VA 20147,Ashburn,United States,VA,43811 Central Station Drive,39.00772,-77.48664
0236c75c-a40a-4d40-b2ba-eeda699ca919,1 Towne Centre Blvd VA Fredericksburg 22407 United States,Fredericksburg,United States,VA,Fredericksburg,38.28987,-77.51194
023a1ac8-5c1b-43bc-a879-2ff50530bf68,1313 Hull street,Richmond,United States,VA,Manchester,37.5204,-77.44555
023b9554-e61c-405e-b760-d79014868b0a,312 Sandbridge Rd Virginia Beach VA 23456,Virginia Beach,United States,VA,,36.74601,-75.94634
02476ed1-9604-49bc-b2f9-d32117a47987,9917 Southpoint Pkwy Fredericksburg VA 22407,Fredericksburg,United States,VA,9917 Southpoint Parkway,38.23272,-77.50512
024c5654-d2c6-4bb2-a517-096a0d717899,4025 Brambleton Ave Cave Spring VA 24018,Cave Spring,United States,VA,4025 Brambleton Avenue Southwest,37.23195,-80.00884
02646241-1dc4-4364-a578-32a3e60907f8,9216 Stony Point Pkwy Ste 148 Richmond VA 23235,Richmond,United States,VA,Stony Point,37.54988,-77.57164
027212c4-af4b-49f9-87dc-bfc7571c1460,2166 S Pleasant Valley Rd Winchester VA 22601,Winchester,United States,VA,2166 South Pleasant Valley Road,39.1608,-78.16758
0275ec82-190c-4e91-b77f-048be1227d62,1743 King St Alexandria VA 22314,Alexandria,United States,VA,Alexandria,38.80684,-77.05903
028fa312-a7fb-4085-b355-96184f1da891,908 North Main St Suffolk VA 23434,Suffolk,United States,VA,908 North Main Street,36.74281,-76.58191
029c4291-87ec-4b37-b0ae-70405a345c25,1479 General Booth Blvd,Virginia Beach,United States,VA,Suite 110,36.7901,-75.99799
02a3147c-7003-42bf-b09b-739a26630364,8407 Centreville Rd Manassas Park VA 20111,Manassas Park,United States,VA,8448 Centreville Road,38.77295,-77.45184
02aa7fef-283c-4fb6-b837-16fe1e041fbe,21430 Epicerie Plz Sterling VA 20164,Sterling,United States,VA,21430 Epicerie Plaza,39.02351,-77.39477
02b4d17d-83d1-4434-a624-160d24385de7,4900 Libbie Mill East Blvd Ste 151 Richmond VA 23230,Richmond,United States,VA,Richmond,37.59121,-77.49408
02b6983d-9e8c-4b91-b348-0c76bead20d0,250 Peppers Ferry Rd Nw Christiansburg VA 24073,Christiansburg,United States,VA,250 Peppers Ferry Road Northwest,37.16299,-80.42795
02b6c922-6587-40b6-aff0-f006d884e512,1641 Independence Blvd Virginia Beach VA 23455,Virginia Beach,United States,VA,Virginia Beach,36.89363,-76.14202
02b9a50e-2798-4210-9132-42f3fb62fa7c,1182 Big Bethel Rd Hampton VA 23666,Hampton,United States,VA,1162 Big Bethel Road,37.05913,-76.42583
02c139e0-f90a-4c16-b261-0bc2a358919b,232 W Broad St Falls Church VA 22046,Falls Church,United States,VA,Falls Church City,38.88349,-77.17258
02c6cf2b-2476-493a-b65d-bfa8777394c6,50 North Wind Lane,Lexington,United States,VA,,37.81457,-79.39861
02cac6f2-17d7-4006-8f90-318221be537b,4918 Courthouse St Williamsburg VA 23188,Williamsburg,United States,VA,4918 Courthouse Street,37.27874,-76.74036
02cb1ea2-2d11-4458-a897-e650646d7cc1,1464 Mount Pleasant Rd Ste 4 Chesapeake VA 23322,Chesapeake,United States,VA,1464 Mount Pleasant Road,36.71542,-76.18897
02cd5724-8012-401b-86ea-74cd913bb944,111 Merchant St Winchester VA 22603,Winchester,United States,VA,111 Merchant Street,39.21977,-78.1338
02d79153-3cfe-433b-a8b9-9aa99bebce94,10460 Dumfries Rd Manassas VA 20110,Manassas,United States,VA,10460 Dumfries Road,38.7289,-77.47304
02dde1f4-a42e-41ca-97c3-33bb3786c1d5,1125 Queen St Alexandria VA 22314,Alexandria,United States,VA,Old Town Alexandria,38.80802,-77.05177
02ddfc3e-2736-40b3-9931-b2665342211a,2643 F George Washington Memorial Hwy,Yorktown,United States,VA,2643 George Washington Memorial Highway,37.12113,-76.45724
02e28064-17b1-4d81-a976-514870cc67da,176 Holt Garrison Pkwy Danville VA 24540,Danville,United States,VA,176 Holt Garrison Parkway,36.6006,-79.4163
02e381de-6587-4aca-871c-0dbbfcfbe2ff,316 High Steet,Portsmouth,United States,VA,316 High Street,36.83577,-76.29995
02ebc571-a192-4dbf-9791-2ab4d5781f33,6619 Courthouse Rd Prince George VA 23875,Prince George,United States,VA,6619 Courthouse Road,37.22328,-77.28457
02f1c1e0-b2f8-4993-bd91-66658f763969,3380 Pump Rd Richmond VA 23233,Richmond,United States,VA,3380 Pump Road,37.6501,-77.61344
02f7c0cf-16a9-4682-9d66-7cb39ca035cf,7730 Gunston Plz Gunston Plaza Lorton VA 22079 1897,Lorton,United States,VA,7734 Gunston Plaza,38.70513,-77.20859
030187f3-9b07-458c-be4a-da94826aea20,2320 Jefferson Davis Hwy Alexandria VA 22301,Alexandria,United States,VA,2320 Richmond Highway,38.82738,-77.05089
030791d0-416e-45a4-a386-662848f27fab,116 S Alfred Street VA Alexandria 22314 United States,Alexandria,United States,VA,Alexandria,38.8051,-77.0492
032a71a4-144f-4517-b650-7c2b7c6ff8db,7920 Jones Branch Dr Mclean VA 22102,Mclean,United States,VA,7900 Westpark Drive,38.92646,-77.216
0334a40d-d00c-4941-b1dd-0e82b458373f,701 S Atlantic Ave,Virginia Beach,United States,VA,,36.82147,-75.96858
033638e2-4d55-46ba-be61-a7efd2a81d0d,1316 Fordham Dr Virginia Beach VA 23464,Virginia Beach,United States,VA,1309 Fordham Drive,36.7996,-76.17454
03395e8b-8836-401d-bf7f-219cc0bdf1f2,205 Maple Ave E Vienna VA 22180,Vienna,United States,VA,205 Maple Avenue East,38.90331,-77.2621
03425804-bb55-4a0f-bbeb-99ecf1f39bc8,5033 Virginia Beach Blvd VA Virginia Beach 23462 United States,Virginia Beach,United States,VA,Virginia Beach,36.84428,-76.15329
03444868-2540-4e6f-940c-48f90ea1ff95,1101 Frederick Blvd Portsmouth VA 23707,Portsmouth,United States,VA,1130 Frederick Boulevard,36.82958,-76.33938
0344f8b9-c5e8-4646-ab07-b66788746c63,43230 Southern Walk Plaza Ashburn VA 20148,Ashburn,United States,VA,43230 Southern Walk Plaza,39.00851,-77.50853
03611d11-cf69-4926-ab1c-16f60170d15f,10 S King St Leesburg VA 20175,Leesburg,United States,VA,10 South King Street,39.11512,-77.56455
03622506-c8b5-44dc-9e11-22dbce58d45f,13170 Midlothian Tpke Midlothian VA 23113,Midlothian,United States,VA,13170 Midlothian Turnpike,37.50304,-77.64122
0363d344-f659-4d77-af6f-f9311dc30965,1576 N Franklin St Christiansburg VA 24073,Christiansburg,United States,VA,,37.1508,-80.41666
03640135-5b4b-488b-873e-57dc82924eed,7870 Tidewater Dr 201 Norfolk VA 23505,Norfolk,United States,VA,7862 Tidewater Drive,36.91516,-76.25336
0368df27-8325-47a0-9f94-3a68a757732c,760 Warrior Dr Ste A Stephens City VA 22655,Stephens City,United States,VA,760 Warrior Drive,39.09215,-78.17791
036fa970-d684-4dbc-8c82-ae5f2a6e0e6f,1600 King Street VA Alexandria 22314 United States,Alexandria,United States,VA,Alexandria,38.80624,-77.057
037c261a-bc16-49c2-8d3f-696eb6c5ef06,8059 W Broad St Richmond VA 23294,Richmond,United States,VA,8059 West Broad Street,37.62637,-77.53311
037f7def-ac46-42a0-83f4-d15f73e86de8,1100 S Hayes St m126 Arlington VA 22202,Arlington,United States,VA,Pentagon City,38.86316,-77.06121
038cc0a1-29dd-4391-9821-ef59251a4349,4219 John Marr Dr Annandale VA 22003,Annandale,United States,VA,4219 John Marr Drive,38.83166,-77.18849
03913e9b-535a-4cda-9aa9-f4f32f498196,303 S Pollard St,Vinton,United States,VA,303 South Pollard Street,37.27887,-79.89826
0392312f-089a-4f84-9ac6-b06486de033c,1956 Laskin Rd Virginia Beach VA 23454,Virginia Beach,United States,VA,1952 Laskin Road,36.84753,-76.036
03963b00-3a9b-4b6a-be1c-ac1f80afaa08,1009 Lynnhaven Mall Lp Virginia Beach VA 23452,Virginia Beach,United States,VA,701 Lynnhaven Parkway,36.81617,-76.07228
039d47cc-fe34-47fe-b903-48eb4e0a0a66,460 Turner St NW Blacksburg VA 24060,Blacksburg,United States,VA,460 Turner Street Northwest,37.23347,-80.42266
03a0a518-0351-47cb-8b8f-2a29856435ca,295 Merchant Walk Ave Bldg 2100 Charlottesville VA 22902,Charlottesville,United States,VA,295 Merchant Walk Avenue,38.01047,-78.49765
03a0cdae-d221-45c1-b21c-44179d01cd36,6224 Little River Tpke Alexandria VA 22312,Alexandria,United States,VA,6244 Little River Turnpike,38.81974,-77.14143
03a89380-e4e8-4271-b420-f5df6cd8ee6a,1350 S Main St ste 105,Blackstone,United States,VA,,37.06308,-78.0067
03a987f9-75ad-48b5-aad9-c497e2db5b75,253 Garrisonville Rd Stafford VA 22554,Stafford,United States,VA,Stafford,38.47355,-77.41694
03c9ee25-7105-4491-a176-42e3fc7ea9b4,12274 Jefferson Ave Newport News VA 23602,Newport News,United States,VA,12274 Jefferson Avenue,37.11142,-76.49807
03ded2c7-84fc-4a93-b22b-e702cbba4f0e,1 Saarinen Circle Space BM660 Terminal B Dulles VA 20166,Dulles,United States,VA,,38.95272,-77.44777
03e69967-0d57-42e3-86b0-7e3a80079e2e,1185 Seminole Trl Charlottesville VA 22901,Charlottesville,United States,VA,Charlottesville,38.06836,-78.48523
03ee2908-acba-4b7d-91ad-97bafa7e1776,9089 Liberia Ave Manassas VA 20110,Manassas,United States,VA,,38.75999,-77.45462
03fe1f04-182e-429c-96f9-522284135175,1710 Atlantic Ave Virginia Beach VA 23451,Virginia Beach,United States,VA,1710 Atlantic Avenue,36.8461,-75.97468
0404b0e7-b433-4e45-bda3-b055de6dc314,13037 Lee Jackson Memorial Hwy Ste C Fairfax VA 22033,Fairfax,United States,VA,13037 Lee Jackson Memorial Highway,38.87956,-77.3967
040d8445-ec9b-4e17-b252-fc9f7d0a4b2e,20148 0000 Ste 180 Ashburn VA 20148,Ashburn,United States,VA,43150 Broadlands Center Plaza,39.026,-77.50762
0412f0cd-ec52-4ab9-b5a3-aecc6583f691,5312 Kempsriver Dr Ste 103 Virginia Beach VA 23464,Virginia Beach,United States,VA,Chesapeake,36.80312,-76.17561
04186b7e-32e8-4e5b-a073-54f879e2eff6,241 Fort Evans Rd NE Leesburg VA 20176,Leesburg,United States,VA,,39.10519,-77.53949
042ca01e-a926-4bad-8c4f-0bf15c3a910c,15532 Wc Commons Way Midlothian VA 23113,Midlothian,United States,VA,15523 Wc Commons Way,37.51385,-77.69304
0431fc4a-4885-4263-832f-4ad208ff8294,12156 Fairfax Fairfax VA 22033,Fairfax,United States,VA,12156 Fairfax Towne Center,38.86693,-77.36802
04425fdf-49b1-4075-a362-5ed6276e2731,6341 Old Warwick Rd Richmond VA 23224,Richmond,United States,VA,Midlothian,37.50301,-77.51368
044a63f0-04aa-4521-b1d5-7b7e573c88e4,210 Hoffman Street,Alexandra,United States,VA,210 Swamp Fox Road,38.80204,-77.07089
044d4bb4-a1e3-4242-ab6a-22eae5758759,7505 Leesburg Pike Falls church VA 22043,Falls Church,United States,VA,7505 Leesburg Pike,38.90249,-77.20479
0452682a-3ff5-4253-ac29-717606102b18,1101 Blvd Colonial Heights VA 23834,Colonial Heights,United States,VA,1101 Boulevard,37.25027,-77.41042
045fa023-07ee-46e0-b350-faf917633426,2912 Lafayette Blvd Norfolk VA 23509,Norfolk,United States,VA,3036 Ballentine Boulevard,36.87568,-76.25423
0467ca76-85cd-4b73-9a47-c78349f64a90,804 England Street Ashland VA 23005,Ashland,United States,VA,804 England Street,37.75876,-77.46693
046f1eab-2343-44ae-a2c2-ecb3c761d0cb,14421 Chantilly Crossing Ln Chantilly VA 20151,Chantilly,United States,VA,,38.89422,-77.44764
046f98b3-b980-4a69-ba44-34ced2da1b94,2617 Moses Grandy Trl Ste 104 Chesapeake VA 23323,Chesapeake,United States,VA,2617 Moses Grandy Trail,36.73915,-76.34224
047aa9cf-3ed9-4563-a51d-22a72d3325c8,4521 Melrose Ave NW Roanoke VA 24017,Roanoke,United States,VA,4521 Melrose Avenue Northwest,37.29814,-80.01118
047d8831-0a4d-4115-ae25-e60190d75ab6,245 East Water Street,Harrisonburg,United States,VA,245 East Water Street,38.44781,-78.86574
047e80ca-c80f-480f-851c-544c4ae8c8e6,12246 West Broad Street,Richmond,United States,VA,Henrico,37.6604,-77.63701
04858b96-f4dd-42d2-b9eb-93aa7f672d89,18 E Williamsburg Rd Sandston VA 23150,Sandston,United States,VA,,37.52305,-77.31223
04867353-90d5-4f35-9503-be13536c393a,1000 Bank St Richmond VA 23219,Richmond,United States,VA,Downtown,37.53851,-77.4343
048bc371-32df-4580-b527-0d3ed516fcf3,9619 Fairfax Blvd VA Fairfax 22031 United States,Fairfax,United States,VA,Fairfax,38.86398,-77.27702
048c8a49-d9c5-44fa-8e59-a37d6df72eba,8246 Richmond Hwy Alexandria VA 22309,Alexandria,United States,VA,8246 Richmond Highway,38.73394,-77.0999
0492210c-1665-4e7e-9499-a5c8b61325bd,12184 Glade Dr VA Reston 20191 United States,Reston,United States,VA,Reston,38.93498,-77.36612
04948cdc-f5b6-48e3-800e-a7e5aff0c160,11217F Lee Hwy Fairfax VA 22030,Fairfax,United States,VA,11217 Lee Highway,38.85075,-77.33477
